msa,ms_cara_per,ms_carp_per,ms_pt_per,ms_taxi_per,ms_bike_per,ms_walk_per,ms_wfh_per
"Anniston-Oxford, AL",84.37519859342895,100.1052598131633,0.3918910331094965,0.8197936746668926,0.0,1.3472578219331879,2.539877560531277
"Appleton, WI",85.50369908332215,100.06338578636117,0.4934742959108746,0.6908640142752245,0.37819870038609427,2.131019399461521,4.464165870528136
"Arecibo, PR",90.10201433391228,100.04755345271606,0.327404124493422,0.3693278233614821,0.0938292307999441,1.928490147930766,2.4235890678964283
"Asheville, NC",79.2053564306728,100.08752997039323,0.4358903376859806,0.9815743664575582,0.21771056693896126,1.9730020128843369,8.4334692460364
"Athens-Clarke County, GA",76.27869139438374,100.10321178857184,2.806067283829844,1.163616892010174,0.8917630340538147,2.9358157160362883,5.602866822502086
"Atlanta-Sandy Springs-Alpharetta, GA",77.34126738285919,100.09220514985196,3.0045644935533224,1.5657392424991767,0.1900209761597002,1.3221665821390083,7.3557263375933175
"Atlantic City-Hammonton, NJ",77.61252634362505,100.07817746187686,5.495500548908993,1.843853421265616,0.3942528827738735,3.660461724615964,3.1756588911237014
"Auburn-Opelika, AL",83.05470198854792,100.08969447565417,0.7228622094675997,0.8352171970814776,0.2734422590120883,2.159110906555846,3.9852178739187525
"Augusta-Richmond County, GA-SC",84.07494597843777,100.0875980409211,0.8191176413741384,1.5574445385070335,0.14573258650214732,1.5508730425639656,3.0920821205057734
"Austin-Round Rock-Georgetown, TX",76.25914249967488,100.09153037933245,2.024242478598367,1.1914958497199515,0.7616245958465809,1.8136566859643852,8.796799956950094
"Bakersfield, CA",80.53597994298212,100.12062956750573,0.817928034187021,1.8299658011249473,0.34613766084436254,1.0123341176749507,3.3946976926131613
"Baltimore-Columbia-Towson, MD",76.5049999750518,100.08116575083024,6.197345939538401,1.209417302786286,0.29973476502719,2.5918325305953993,5.080094403976885
"Bangor, ME",79.76437587657784,100.09914446002806,0.4221598877980365,1.3309957924263676,0.22440392706872372,3.784011220196353,4.55960729312763
"Barnstable Town, MA",79.80096722606501,100.0756247471147,1.4701065490067629,1.0327354000886304,0.4884298953777384,2.3458122194177378,7.299473998574209
"Baton Rouge, LA",84.79710406503652,100.08659842035289,0.847020303574924,0.8594764845098493,0.2595461374399752,1.524992437318718,3.0520185368308934
"Battle Creek, MI",82.4257721234033,100.09021607517438,0.9925473677029861,0.7537902689428176,0.33255453041594896,3.0629124955233045,3.410815696573836
"Bay City, MI",86.46283468328593,100.06968361164796,0.5906494972964756,0.4951032550867517,0.5081322881153504,1.341990401945669,3.6329287094742786
"Beaumont-Port Arthur, TX",88.25453643965825,100.07566073901187,0.4770744272385916,0.8041939014288046,0.06288433514932007,0.9245206581087536,1.9107163372293405
"Beckley, WV",80.98206601381685,100.10667348980019,0.26284571189318695,1.7538554581191412,0.039543160196320155,2.5005233653555394,3.793817310599893
"Bellingham, WA",76.30606457034271,100.0856258892507,2.5075675830524338,1.0341567754934446,1.7894827306322394,3.6983279699779414,6.101811445432236
"Bend, OR",74.44559051057246,100.09278651030338,0.26459178868533756,1.0101576339215643,1.6536986792833597,2.111128551247842,11.236181805951073
"Billings, MT",81.57780037774226,100.08870237709407,0.6157869444227136,0.9979995306161221,0.43809161926262025,3.1381664971669334,4.361917321382671
"Binghamton, NY",81.38810729694241,100.0853592196586,2.678671918964547,0.5908835115362971,0.23822922528606263,3.626899268429938,2.941286812980679
"Birmingham-Hoover, AL",84.43195384408526,100.09274168904246,0.576134034690277,0.8976119366497032,0.09473208137587653,1.0997070435849066,3.6256921553687627
"Bismarck, ND",85.1941466241669,100.08146913937989,0.20139090118806144,0.8041147493480151,0.2057374674007534,1.5415821501014197,3.9061141698058535
"Blacksburg-Christiansburg, VA",80.08895379713223,100.0731014338821,2.8199681359532662,0.8696229421136484,0.8629845990440785,4.314922995220393,3.733404142326075
"Bloomington, IL",80.79427157565875,100.07929033214371,1.0638176573207303,0.7924472366965782,0.40591541908486595,4.3373658825809835,4.677149014286854
"Bloomington, IN",73.18216585654717,100.09948431986972,3.4234745490883074,0.7648844037602704,1.4471119445335439,7.0320017765057115,4.201929482592711
"Bloomsburg-Berwick, PA",83.58170407293576,100.07252253415636,0.3176734936336166,0.7231591724992897,0.19886877243730466,3.6700328004338956,4.256308272424391
"Boise City, ID",79.85179108071233,100.08916315168378,0.35640291661836354,1.0739647520785216,1.2442890817051457,1.7163223023806764,6.840914698127622
"Boston-Cambridge-Newton, MA-NH",66.39216229309868,100.07171402516813,13.380003343546276,1.3346257574858393,1.0532170772207916,5.403512119967371,5.2650768918673085
"Boulder, CO",65.02082645394138,100.07218292520436,4.8795889165030095,0.9251695951151973,4.180932353128602,4.961272644061709,12.813917516814682
"Bowling Green, KY",81.68150890534321,100.10820242145287,0.19386631979187513,1.0881528917350412,0.20637382429457676,2.8904842905743444,3.1193716229737842
"Bremerton-Silverdale-Port Orchard, WA",69.09304787672038,100.07206211033996,9.26008704858252,2.079755322903188,0.5920872054268125,5.437791632356977,6.331019880014116
"Bridgeport-Stamford-Norwalk, CT",72.20102379161824,100.08127307376769,10.0518305189034,0.950297395228003,0.15083407397279003,2.47743898270322,6.04126786080536
"Brownsville-Harlingen, TX",84.69992660481397,100.08230297783716,0.7063502518646768,1.2050611312895598,0.16310041339681702,1.420228215116899,3.57503559980177
"Brunswick, GA",82.77111737972105,100.09859348064566,0.5171603196991067,1.3908478294938096,0.25858015984955335,1.3790941858642844,3.8238520608055167
"Buffalo-Cheektowaga, NY",82.507212605415,100.07394769936381,3.246597129752922,0.8568205355821867,0.4201805000739754,2.509431868619618,3.0649874241751736
"Burlington, NC",85.7651292116454,100.08711808963035,0.18187765783447823,0.5273143604841348,0.08635917566241413,1.4550212626758259,3.272489368662087
"Burlington-South Burlington, VT",74.7919573659701,100.08588168048014,2.2317300741388295,0.775011347780038,1.5718776793369533,6.543045912277458,5.498209572482894
"California-Lexington Park, MD",82.33868524689488,100.09086373113317,1.683981681130495,0.8713936953151452,0.3154124418625372,1.9530623518719818,3.75109146960814
"Canton-Massillon, OH",84.76901534909574,100.07400914960024,1.1656120398477916,0.7097353456753174,0.1271965453845825,1.6695882679892255,4.157937491983411
"Cape Coral-Fort Myers, FL",79.01298889727923,100.10179087842405,0.6693948077385997,2.0203852152780297,0.6456527258877724,1.1683082777427876,6.304182233668251
"Cape Girardeau, MO-IL",80.42975656194751,100.11262976562854,0.516795865633075,1.3214560950179066,0.15866539734348792,2.47744684709189,3.832902670111973
"Carbondale-Marion, IL",81.97681621095478,100.08404565967614,0.9149632775860543,0.8424033271391912,0.7556853375807451,3.2970533581099017,3.8085125210158397
"Carson City, NV",80.00158906721754,100.11965676148101,0.794533608771651,1.3030351183855078,0.5959002065787383,2.0181153662799938,3.3211504846655013
"Casper, WY",84.60347877358491,100.08394752358491,0.5699685534591195,0.7787932389937107,0.2825275157232704,1.4003537735849056,3.9701257861635217
"Cedar Rapids, IA",84.6688228700352,100.07484595997458,0.5404787913837542,0.7175444984685244,0.3312842261586023,2.0319717837228066,4.225301832772863
"Chambersburg-Waynesboro, PA",82.33113673805602,100.09755628775397,0.2539813289401428,1.0351455244371226,0.07413509060955518,2.2185612300933553,4.331411312465678
"Champaign-Urbana, IL",72.0679814363996,100.07957001012063,5.304667341375128,1.0093273886047212,2.176390674434932,7.490175697730608,3.9944564493923065
"Charleston, WV",82.88330706845524,100.08148518276512,1.6969673674904868,0.8801937194911019,0.07495099358112003,2.7549294691932196,3.5611331052773183
"Charleston-North Charleston, SC",81.05552820921001,100.08184964862855,0.790193018652535,1.202308264298357,0.6676581171517443,2.304860551092865,5.794486976739314
"Charlotte-Concord-Gastonia, NC-SC",80.40304694397155,100.08948176820078,1.5566083418775507,1.036991859181692,0.10060966092863438,1.3611518645603469,6.593414509401841
"Charlottesville, VA",72.13761295180723,100.09673381024096,3.1372364457831328,1.2932981927710843,0.9572665662650602,4.6187876506024095,8.1824171686747
"Chattanooga, TN-GA",82.44037114598774,100.09050016863142,0.7819791838239332,0.7513902287896971,0.18980838764833682,1.668274547636415,5.1181596429719916
"Cheyenne, WY",81.46926660345467,100.10590757307169,0.5276827307581317,1.0120789875087604,0.3504143133940718,1.7891742589767903,4.260625798738508
"Chicago-Naperville-Elgin, IL-IN-WI",69.99828736182343,100.07697633408405,12.13441658948363,1.2654231213012963,0.6874559649430039,3.0163437982885193,5.200439755755075
"Chico, CA",75.92053691275169,100.10779060402685,1.1865771812080537,1.0706040268456376,2.381744966442953,3.0292617449664427,5.632214765100671
"Cincinnati, OH-KY-IN",82.31056164017942,100.07967008184715,1.7719755565206636,0.8079628232944015,0.16590765156045262,2.0205580411737407,4.956026102555852
"Clarksville, TN-KY",84.01785055690787,100.08123478645719,0.6675518182488751,1.3247768680386516,0.07302500553219739,3.1157335693737553,2.677583536180571
"Cleveland, TN",82.82003845177205,100.1049080422244,0.16686618057822758,1.2007109950302899,0.139659738092647,1.5199332535277688,3.661987158559147
"Cleveland-Elyria, OH",81.43360800145689,100.07654933079058,2.993384638365005,1.0255549803462578,0.28657018155924463,2.179508953144087,4.426440166069518
"Coeur d'Alene, ID",80.84407906633838,100.09300449303788,0.3199376817037377,1.03075574844552,0.4381755205942495,1.9474467581966644,6.119155920933662
"College Station-Bryan, TX",79.81649065663773,100.10674770403452,1.6999378788133175,1.039270663689327,1.333087087187925,1.8955356693138126,3.540907640905962
"Colorado Springs, CO",77.02119803292996,100.1044096831764,0.6940131921250062,0.9712268452470866,0.4467307810655522,3.4367779437516432,6.989084887240339
"Columbia, MO",78.87913649720552,100.10685270900954,0.8450650123878849,0.9209288032727063,0.797049954865846,3.3341655943303823,4.538383236983118
"Columbia, SC",80.67370520056261,100.08642085210177,0.7147053811465299,1.8617948007091096,0.11598065971630521,4.394547891619125,3.5971808560695275
"Columbus, GA-AL",80.30197529959321,100.09237365778576,0.8707443104775168,1.7935280536519222,0.23454392201414592,1.988492688826181,5.573349946861143
"Columbus, IN",84.37920272019082,100.09510517902002,0.32733639523966607,0.7079601106346266,0.16493694333781622,1.2230708721358066,3.6869750564591843
"Columbus, OH",82.2041046096129,100.07619100864743,1.6559365116698268,0.9542913711817501,0.3514491251847132,2.19824391109089,5.016873606517714
"Corpus Christi, TX",83.80691579637863,100.09360585583241,1.0375777011901166,0.9605272748097168,0.22802761320685955,1.5951520704699036,3.0112139607042825
"Corvallis, OR",66.5204036858271,100.07831227916215,2.468765155539133,1.0992817717835617,7.882035056927092,7.946698690561418,6.251587723147272
"Crestview-Fort Walton Beach-Destin, FL",80.81017590999441,100.09343892646977,0.4148301788955146,1.4605479215279578,0.6120316465144051,1.7158884672496286,5.6426332288401255
"Cumberland, MD-WV",83.81722624757629,100.08786610878661,0.7041534850494948,0.7296662924788244,0.02041024594346362,3.5513827941626697,2.3905500561281765
"Dallas-Fort Worth-Arlington, TX",80.64347618239857,100.0966858253163,1.361997140521976,1.1559351792901533,0.14834368370383913,1.249121558657852,5.772543723798215
"Dalton, GA",85.79040576648232,100.10636612191637,0.08388740446156714,0.8652830423165352,0.06524575902566333,0.7503262287951282,1.8082396072826694
"Danville, IL",84.35043175666968,100.07765175924733,0.7056321690939554,0.6218584869184174,0.11599432916612966,2.1007861837865702,4.340121149632684
"Daphne-Fairhope-Foley, AL",83.76010564627822,100.07775308403389,0.04831384674847811,1.2314662715667644,0.08159671895298526,0.6001653407199837,6.503043772345155
"Davenport-Moline-Rock Island, IA-IL",85.58389708328711,100.06778862149274,0.9127204169901297,0.8683597648885438,0.2462016191638017,1.9640678717977156,3.645891094599091
"Dayton-Kettering, OH",82.8403434192779,100.08167111331275,1.7690561892736667,0.7077840087658606,0.22264639606290096,2.5532991780659646,3.7397594772790295
"Decatur, AL",88.28024072848726,100.08171849891293,0.18117654472697484,0.6506601128020922,0.023631723225257587,0.6223020449317831,2.0701389545325646
"Decatur, IL",85.21978863531935,100.08128569240532,1.3565849068988907,0.6695402927597751,0.028444522241428353,1.6847909327615256,2.91228146948778
"Deltona-Daytona Beach-Ormond Beach, FL",80.95518890069896,100.0763978351255,0.9246913626615487,1.5778344494480772,0.6677909190951395,1.2413098917938337,6.993400963752248
"Denver-Aurora-Lakewood, CO",75.25840589761373,100.08118658652488,4.162877912203642,1.0367059669671985,0.8137473992448176,2.193367753204387,8.416236418278492
"Des Moines-West Des Moines, IA",83.59384849868738,100.07849356019959,1.1212565245530524,0.7385387802903164,0.22245819102826675,1.8407434698434668,4.633798515637914
"Detroit-Warren-Dearborn, MI",83.81505040547083,100.08406374722308,1.3256289435437612,0.8904220807784557,0.24678647213987348,1.4046066472984449,3.911130728459975
"Dothan, AL",87.6779359430605,100.07596876235667,0.031303545538420983,1.22742849611177,0.11203374192698037,0.6639646764201925,2.690457361275867
"Dover, DE",82.39360846927292,100.09243479228762,1.0660796220488022,0.8014148434891227,0.2621912759563179,2.1408165032093693,4.092410057261586
"Dubuque, IA",83.12185539318861,100.0775753202237,1.0042696494076613,0.667508569366769,0.26259346122236255,3.2052438511034937,3.980997053340549
"Duluth, MN-WI",80.05119307101067,100.08451158655501,1.8161351382356317,0.8252552483652633,0.4724962716530916,4.078954915682001,4.304806699552598
"Durham-Chapel Hill, NC",76.48144065158746,100.08673674517534,3.43886179705333,1.247989728159369,0.6893286989001868,2.809517015978419,6.659187590786471
"East Stroudsburg, PA",78.18237493142121,100.10065452875206,4.3699044362504305,1.1266060196231038,0.0,1.579545019584827,4.676116717914694
"Eau Claire, WI",81.21801668894933,100.07712876308146,0.4137660780969066,0.7353280162279286,0.7191922917338989,2.9240237886681113,6.276796828177584
"El Centro, CA",80.78122103702205,100.08971572047251,0.93524088772054,1.9075543872065788,0.3134320812901269,2.529363193636992,4.561616365872976
"Elizabethtown-Fort Knox, KY",83.32045769258801,100.10196049850595,0.3046425187668537,1.1617229064936958,0.05101668974564536,1.9226003935573208,3.0435099482545005
"Elkhart-Goshen, IN",77.8795231564511,100.14001476949045,0.27956535499525265,1.257516615676759,1.1615149277349932,1.681611984386539,3.7387910117100955
"Elmira, NY",82.22912071453857,100.0886093184108,2.1893636140838164,0.6889415352776189,0.4792636767148653,3.3875228058709803,2.1648558124336246
"El Paso, TX",80.70963389279764,100.10573187018959,1.371903784989467,2.102190585028019,0.14374423439672857,1.6078976717289237,3.49144281209985
"Enid, OK",81.75516428670456,100.11527797033135,0.31540274504367116,2.0137252183557464,0.44017745736863995,1.0917787328434772,2.855954526549286
"Erie, PA",79.08637660713713,100.1064638173715,1.8452018339799285,0.8352303696816185,0.3414665426913335,3.5132578793805505,3.732085029978518
"Eugene-Springfield, OR",70.75023630183229,100.11048358215965,2.910181820316674,1.2058732013174194,3.2688909371642607,4.738365437114359,6.078094086289798
"Evansville, IN-KY",86.45941762083967,100.0695945765607,1.057597352336723,1.0729441908879815,0.10008807750820722,1.9597245576106974,2.3907705447460432
"Fairbanks, AK",74.28039215686275,100.15007843137255,0.896078431372549,1.7745098039215688,0.9137254901960785,3.4745098039215687,3.652941176470588
"Fargo, ND-MN",82.16071950862826,100.08598274349225,0.7692307692307693,0.7867797601637906,0.4862532904357999,2.777127815150629,4.421614507165838
"Farmington, NM",83.97016567830286,100.10187279656009,0.3321717511361089,0.5787532351083124,0.050946587597562716,1.7179189337898149,3.162764158056693
"Fayetteville, NC",81.28740044641694,100.09224502557778,0.4016883940280878,1.3757284673307915,0.10248482269257159,4.234012801917682,3.3741825098359373
"Fayetteville-Springdale-Rogers, AR",82.01725579782568,100.10892365431293,0.36510494217472006,0.5678503681644808,0.3598017418973219,1.5522059273461561,4.245415791298672
"Flagstaff, AZ",68.86349381186226,100.11905089724172,1.620083528385883,1.3799011733749444,1.944406198846513,8.992304985696146,5.294720577661511
"Flint, MI",83.77564542464327,100.09296244586952,1.4488038051066046,0.5590525095245983,0.13429092027733738,1.0826096216190633,3.703353131877233
"Florence, SC",85.26376744455384,100.0834211593028,0.26058254676009035,1.104869998262783,0.18067056575366264,1.0423301870403614,3.8056633273495857
"Florence-Muscle Shoals, AL",88.80690586419753,100.0712287808642,0.04018775720164609,0.6156764403292181,0.1478909465020576,1.0545267489711936,2.211934156378601
"Fond du Lac, WI",83.2794222740437,100.07785759957873,0.21627110994094859,0.8425170195960431,0.49272200699590024,3.2252604656411026,4.15804716590815
"Fort Collins, CO",74.89190257040941,100.07970550754317,1.5759687032203853,1.1602735685785674,3.0690209739620142,2.7390247024190453,8.593258727093641
"Fort Smith, AR-OK",83.79715877064764,100.10133463261778,0.2789640117317742,1.2228559418379141,0.07738385256943052,1.75594470398288,2.7342294574532118
"Fort Wayne, IN",83.92093499768085,100.08966171066245,0.6804524116558696,0.6045067866845402,0.25688989923187877,1.3787443996472861,4.192300438853578
"Fresno, CA",78.51317575166355,100.12173954797834,1.1140062018403343,1.5484382937104646,0.49306399723014793,1.6080810939904826,4.549279863731365
"Gadsden, AL",86.85021178282634,100.0814401232191,0.08904505198305737,0.712360415864459,0.08904505198305737,0.9963419329996149,3.118983442433577
"Gainesville, FL",74.81698490383953,100.1069897290963,3.0254359964155237,1.664713586544427,1.9052871027779694,2.8186392775901288,5.0699662232025915
"Gainesville, GA",80.6236442516269,100.11648590021692,0.26681127982646424,1.712581344902386,0.09002169197396963,1.1095444685466378,4.54880694143167
"Gettysburg, PA",81.94731456774271,100.09136689204101,0.4072788556066047,0.5196316433601509,0.3089701663222519,3.6314026041771164,4.048712958690288
"Glens Falls, NY",81.95539045897964,100.08637451265834,0.7981527031775513,0.8784699563274936,0.47019058614862036,2.9365995682947643,4.323745461238559
"Goldsboro, NC",81.61258057346078,100.12810254130548,0.4778839742164926,0.4260205971697414,0.13336296954878862,1.7207527598725643,2.819144995184115
"Grand Forks, ND-MN",80.96819683081604,100.08822874531488,0.9017701413886519,0.801573459012135,0.6011800942591011,3.948491483281998,3.955913459754332
"Grand Island, NE",82.12090297941353,100.11368332940961,0.3609825001961861,1.0070888592429832,0.2798922284129849,1.5956472834758952,3.267153208297366
"Grand Junction, CO",78.90799867146096,100.08179179482737,0.3263585033718899,1.9191612875276178,0.7523574347644009,2.7494981876994613,7.165446432439458
"Grand Rapids-Kentwood, MI",81.86851002287226,100.09080452617864,1.4189091087365202,0.741792482892953,0.4772437148454662,2.2189664307789196,4.194125622010156
"Grants Pass, OR",78.82229766172784,100.08861321742441,0.31726894888797236,1.4530917859069132,1.3230115168628447,3.4614042323677783,5.761604111805577
"Great Falls, MT",80.45768722980145,100.10606021382898,0.7662636879028709,0.9681845245799788,0.4116078593802584,2.839835356856248,3.950399958580341
"Greeley, CO",80.39688353199706,100.09647066657787,0.5380568688819338,0.991542918026237,0.34893787041353136,1.8645535060265033,6.212958646866884
"Green Bay, WI",83.81136818807849,100.07933433972251,0.6645777074775516,0.9045473955169572,0.2111011541399282,1.80548622429648,4.669485358240463
"Greensboro-High Point, NC",82.6874349802625,100.09016260278463,0.9325789856208405,0.8923914437588177,0.1484943922703111,1.4008636046229923,4.921976315001924
"Greenville, NC",82.52998334591376,100.09334675245319,1.2556462144902532,0.7272683704156333,0.21566442615290607,1.2388723146783605,4.697890083030805
"Greenville-Anderson, SC",82.90188112520939,100.0952018791998,0.3975970887806381,0.9095153743959028,0.17665633363498084,1.4130099928759843,4.68115216512313
"Guayama, PR",83.54437869822485,100.10485207100592,0.6568047337278106,0.378698224852071,0.0,2.9763313609467454,1.9585798816568047
"Gulfport-Biloxi, MS",85.03585084700083,100.08373432753693,0.2582833143364084,1.338581350821734,0.166761183386768,2.557566297396392,2.2695242533647018
"Hagerstown-Martinsburg, MD-WV",81.88477423012972,100.09923453554927,1.0949436437333824,0.9692818119823153,0.1310254465209296,1.5255652866852094,4.470956026021193
"Hammond, LA",79.7455899922693,100.139486260454,0.3109846088973224,0.8767306205636377,0.2828730058331576,1.5162695902733854,3.318926136762949
"Hanford-Corcoran, CA",77.0031162520467,100.14401662001092,0.22711667458934137,1.0810049472701984,0.7095195337946091,1.9296114368210708,4.64796915438652
"Harrisburg-Carlisle, PA",80.03278539228631,100.08630334193833,1.3443411922534003,1.0935469521144126,0.38564868490646004,3.3370345332459994,5.1763090513602785
"Harrisonburg, VA",76.07239449021951,100.10981822756148,0.9403107113654947,1.1525882130951632,0.9717592301402603,5.514497767155167,4.366626831876219
"Hartford-East Hartford-Middletown, CT",81.10913086702267,100.07638814469448,2.757082303597248,0.8371981066595005,0.18893836751315232,2.4250387851229993,5.043797100636884
"Hattiesburg, MS",83.30211100237662,100.07230532643646,0.23486648958478962,5.915000699007409,0.18453795610233467,1.5140500489305186,1.6189011603522998
"Hickory-Lenoir-Morganton, NC",84.892440376228,100.08357478115907,0.2171492547412971,2.213322998751238,0.04859714199592768,0.8704424800536413,3.4005696323226355
"Hilton Head Island-Bluffton, SC",77.58007117437722,100.10520128669594,0.45739689867803746,1.6521859938230046,0.27251450738995225,1.868060231049555,7.649642525087365
"Hinesville, GA",81.16964156145697,100.10448410970831,0.5398345668262952,2.144826585401248,0.3685967203598897,2.9284574082136117,2.400232186910463
"Homosassa Springs, FL",82.34917127071823,100.08163535911602,0.30276243093922656,2.413259668508287,0.287292817679558,0.6364640883977901,5.847513812154697
"Hot Springs, AR",81.6475314305552,100.1036526396707,0.528182111240608,1.8077218736826444,0.01239864110893446,1.9341880129937756,3.7047139633496173
"Houma-Thibodaux, LA",82.07204754775191,100.08712172768931,0.4446259244135929,3.8711945918969195,0.3561544394537453,1.2397350392450432,3.3040696883081533
"Houston-The Woodlands-Sugar Land, TX",80.76811856915958,100.09789767626545,2.0128592145372752,1.3734746021880888,0.2422201012163722,1.2701063955725236,4.543453490781023
"Huntington-Ashland, WV-KY-OH",84.65960557754715,100.08486145287257,0.5855711279911557,1.017082129738597,0.13408936913804786,2.2331585892086587,2.884347919118434
"Huntsville, AL",88.03326873684505,100.06176227874157,0.18451724169904218,0.9995456610631531,0.0871588980889948,0.8224461979248764,3.696835390221513
"Idaho Falls, ID",78.39783837815887,100.10473869990317,2.9488020491675258,0.9902227220191797,0.2905069815387499,1.8086402399025396,5.090119638896698
"Indianapolis-Carmel-Anderson, IN",83.1715197407248,100.08310510047914,0.8684518510368007,0.9253683568234787,0.2649768432845525,1.5275429874663653,4.931630172750098
"Iowa City, IA",70.10754300649114,100.09337175175132,5.054735534180253,1.1771888857944686,1.9023543777715888,7.892199918592943,4.528803102037319
"Ithaca, NY",60.237062381621556,100.09484531883261,6.69232805849168,0.8655628194945112,1.5009877599234231,13.961019123846766,7.258507973361031
"Jackson, MI",84.68548173051403,100.0842549175735,0.38337904391164584,0.7033530920994426,0.24477277418974314,2.2884779851956707,3.269043616738919
"Jackson, MS",85.45515275505673,100.09937334178493,0.2945407479664922,0.6999138392399634,0.06566436778118963,0.9375201642747882,2.6098739471876296
"Jackson, TN",84.5394866150399,100.08239317583238,0.33151198291337447,2.4489956366209364,0.1572388851763041,1.145223213700748,3.1382260833104025
"Jacksonville, FL",80.94493011393192,100.08210564290148,1.2134279689693555,1.6733224826753026,0.4840847693675856,1.5125202051557405,5.961150169751274
"Jacksonville, NC",71.61413196823733,100.13572695392801,0.34765609254705954,1.5075174331895682,0.2418477165544762,8.230883953404007,4.485267443266556
"Janesville-Beloit, WI",83.00167000242214,100.10027663398901,0.5723901431612763,1.0058258863123541,0.3250768073633084,1.9173157579388855,3.150058003900922
"Jefferson City, MO",84.1110064528827,100.09784763324008,0.32334706386807444,1.4677144986011725,0.14761496393977308,1.223095415500977,2.9424582811994773
"Johnson City, TN",85.88342955272107,100.06040920542745,0.4349643555183984,1.8212014054432684,0.04293154677843933,1.3399161705060274,4.436636426287664
"Johnstown, PA",82.23390323101486,100.09280421951526,1.1768716025905528,1.0907590463034391,0.14890296191313396,2.5869647117920382,3.4821764948601572
"Jonesboro, AR",83.46435069170299,100.10772029796436,0.44111084411795,0.39820122893137894,0.06865538429851362,1.7575778380419484,3.0980742164704265
"Joplin, MO",82.43238283973724,100.10478672000195,0.3021517609208901,1.08505510905599,0.21652170721861352,1.4422547616426291,4.042961821228914
"Kahului-Wailuku-Lahaina, HI",74.20601943852296,100.13164962483891,2.3894689935084488,1.4825787958714216,0.4094856138068914,2.4292131854367645,5.918271488961954
"Kalamazoo-Portage, MI",82.51084702443355,100.07620847713133,1.6995584668008354,0.7116566295023761,0.480559530459669,2.9759490668115487,4.000581568858518
"Kankakee, IL",81.87647317326515,100.08423554792058,1.5840357956134392,2.1153769326035716,0.27765570692341496,2.239223363029843,3.4836802365067316
"Kansas City, MO-KS",83.6584490465603,100.07833447531684,0.8845011862645019,0.8299656472715916,0.14785190571411258,1.2461137602021077,5.399670922303171
"Kennewick-Richland, WA",80.69650085953529,100.11932092750592,0.6543559030666001,0.9237033692199222,0.25904888656510683,1.226323169427478,4.307975061593428
"Killeen-Temple, TX",79.61359910524138,100.11373444258888,0.420822544648557,0.9728967810139577,0.2175611699275307,3.0923307134065685,4.3093454268744225
"Kingsport-Bristol, TN-VA",85.82862786011802,100.07745912410503,0.2174207370005495,1.2933746406186535,0.10990498793434372,1.2997459442670214,3.5050134195583094
"Kingston, NY",76.75750879777395,100.07395975822197,2.5662609752960845,1.165631978300773,0.2724094793822267,3.8873884933300595,7.954824453719617
"Knoxville, TN",84.16842952022381,100.07902929773515,0.5053089257666822,0.7196515532203579,0.15426559648091154,1.3776986933245763,5.171715937468975
"Kokomo, IN",83.52941176470588,100.09546454095657,0.44804837822979654,0.9840571742715777,0.2638812534359538,1.2754260582737769,3.9527212754260583
"La Crosse-Onalaska, WI-MN",80.86020305701216,100.07540722972219,0.7363605935512664,1.0710699542563873,1.196585964520808,4.383298002900815,4.21175945553944
